Status,Laptop,Brand,Model,CPU,GPU,RAM,Storage,Storage type,Screen,Touch,CPU Score,GPU Score
New,ASUS ROG Zephyrus Duo 16 2023 GX650PY-NM003W,Asus,ROG,AMD Ryzen 9 7945HX,RTX 4090,64,2000,SSD,16.0,0,54683,38262
New,Gigabyte AERO 17 XE5-73ES738HP,Gigabyte,Aero,Intel Core i7-12700H,RTX 3070,16,2000,SSD,17.3,0,25766,22238
New,Microsoft Surface GO 3,Microsoft,Surface Go,Intel Pentium Gold 6500Y,Integrated,8,128,SSD,10.5,1,3027,4
New,HP Victus 15-fa1002ns,HP,Victus,Intel Core i7-13700H,RTX 4050,16,512,SSD,15.6,0,26456,14435
New,MSI Prestige 16 A12UD-221XES,MSI,Prestige,Intel Core i7-1280P,RTX 3050,16,1000,SSD,16.0,0,20311,9466
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Max 12 Core 3680 MHz,Integrated,32,1000,SSD,16.2,0,26767,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Max 12 Core 3680 MHz,Integrated,32,1000,SSD,14.2,0,26767,4
New,Apple MacBook Air,Apple,MacBook Air,Apple M1 8 Core 3200 MHz,Integrated,8,512,SSD,13.3,0,14145,4
Refurbished,HP EliteBook 840 G3,HP,EliteBook,Intel Core i5-6200U,Integrated,16,256,SSD,14.0,0,2994,4
New,Gigabyte AERO 16 OLED BSF-73ES994SO,Gigabyte,Aero,Intel Core i7-13700H,RTX 4070,16,1000,SSD,16.0,0,26456,26942
New,Primux ioxbook 1406F,Primux,Ioxbook,Intel Celeron N4000,Integrated,4,128,SSD,14.0,0,1428,4
New,Lenovo IdeaPad 3 15ALC6,Lenovo,IdeaPad,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,16,512,SSD,15.6,0,12868,4
New,Apple Macbook Pro,Apple,MacBook Pro,Apple M2 8 Core 3500 MHz,Integrated,8,512,SSD,13.3,0,15648,4
New,ASUS VivoBook 16X M1603QA-MB155,Asus,VivoBook,AMD Ryzen 5 5600H,Integrated,8,512,SSD,16.0,0,16751,4
New,Lenovo V15 G2,Lenovo,V15,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Integrated,16,1000,SSD,14.2,0,26649,4
New,Acer Aspire 3 A315-43-R4VC,Acer,Aspire,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,512,SSD,15.6,0,12868,4
New,MSI Creator Z16 HX Studio B13VFTO-046ES,MSI,Creator,Intel Core i7-13700HX,RTX 4060,16,1000,SSD,16.0,1,32855,19703
New,MSI Stealth 14 Studio A13VE-052XES,MSI,Stealth,Intel Core i7-13700H,RTX 4050,16,1000,SSD,14.0,0,26456,14435
New,MSI Summit E14 FlipEvo A12MT-056ES,MSI,Summit,Intel Core i7-1280P,Integrated,16,1000,SSD,14.0,1,20311,4
New,Microsoft Surface Laptop 5 Negro,Microsoft,Surface Laptop,Intel Evo Core i5-1235U,Intel Iris Xe,8,512,SSD,13.5,1,12993,4
New,PcCom Revolt 3060,PcCom,Revolt,Intel Core i7-12700H,RTX 3060,32,500,SSD,15.6,0,25766,16840
New,Lenovo V15 G3 ABA,Lenovo,V15,AMD Ryzen 7 5825U,Integrated,16,512,SSD,15.6,0,18219,4
New,MSI Summit E14 Flip Evo A13MT-227ES,MSI,Summit,Intel Evo Core i7-1360P,Intel Iris Xe,16,1000,SSD,14.0,1,18760,4
New,HP 255 G9,HP,255,AMD Ryzen 3 5425U,Radeon Vega 6,8,256,SSD,15.6,0,11185,4
New,Prixton Netbook Pro,Prixton,Netbook Pro,Intel Celeron N4020,Intel UHD Graphics 600,4,64,eMMC,14.1,0,1546,4
New,HP 15S-EQ2132NS,HP,15S,AMD Ryzen 3 5300U,Radeon Vega 6,8,512,SSD,15.6,0,9612,4
New,Lenovo V15 G2 ALC,Lenovo,V15,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,256,SSD,15.6,0,12868,4
New,Microsoft Surface Laptop Go 2,Microsoft,Surface Laptop,Intel Core i5-1135G7,Intel Iris Xe,8,128,SSD,12.4,1,9564,4
New,ASUS ROG Zephyrus G14 2023 GA402XV-N2041,Asus,ROG,AMD Ryzen 9 7940HS,RTX 4060,32,1000,SSD,14.0,0,30132,19703
New,ASUS ROG Flow X13 2023 GV302XV-MU006W,Asus,ROG,AMD Ryzen 9 7940HS,RTX 4060,16,1000,SSD,13.4,1,30132,19703
New,MSI Raider GE78HX 13VH-066XES,MSI,Raider,Intel Core i7-13700HX,RTX 4080,32,1000,SSD,17.0,0,32855,34435
New,Alurin Flex Advance,Alurin,Flex Advance,Intel Core i5-1155G7,Intel Iris Xe,8,500,SSD,15.6,0,9814,4
New,HP 250 G9,HP,250,Intel Core i5-1235U,Intel Iris Xe,16,512,SSD,15.6,0,12993,4
New,HP ChromeBook 14b-na0013ns,HP,Chromebook,AMD Athlon Silver 3050C,Integrated,4,64,eMMC,14.0,0,2879,4
New,Gigabyte AORUS 15X ASF-B3ES754SH,Gigabyte,Aorus,Intel Core i9-13900HX,RTX 4070,16,1000,SSD,15.6,0,43218,26942
New,Microsoft Surface Pro 9 Grafito,Microsoft,Surface Pro,Intel Evo Core i7-1255U,Intel Iris Xe,16,256,SSD,13.0,1,13289,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 10 Core 3480 MHz,Integrated,32,512,SSD,14.2,0,21851,4
New,MSI Modern 15 B12M-025XES,MSI,Modern,Intel Core i5-1235U,Intel Iris Xe,8,512,SSD,15.6,0,12993,4
New,MSI Stealth 14 Studio A13VF-049XES,MSI,Stealth,Intel Core i7-13700H,RTX 4060,16,1000,SSD,14.0,0,26456,19703
New,ASUS M515UA-R75BLHDSS1,Asus,M515UA,AMD Ryzen 7 5700U,Radeon Vega 8,8,512,SSD,15.6,0,15676,4
New,MSI Creator M16 B13UDX-684XES,MSI,Creator,Intel Core i7-13700H,RTX 3050,32,1000,SSD,16.0,0,26456,9466
New,ASUS ROG Flow Z13 2023 GZ301VU-MU006W,Asus,ROG,Intel Core i9-13900H,RTX 4050,16,1000,SSD,13.4,1,27858,14435
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 10 Core 3480 MHz,Integrated,32,1000,SSD,14.2,0,21851,4
New,MSI Summit E16 Flip A13VET-084XES,MSI,Summit,Intel Core i7-1360P,RTX 4050,32,1000,SSD,16.0,1,18760,14435
New,HP Notebook 14S-dq0009ns,HP,Notebook,Intel Celeron N4020,Intel UHD Graphics 600,4,64,eMMC,14.0,0,1546,4
New,Asus M515UA-EJ374,Asus,M515UA,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,512,SSD,15.6,0,12868,4
New,Lenovo V15 G2 ITL,Lenovo,V15,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
Refurbished,Lenovo ThinkPad T480,Lenovo,ThinkPad,Intel Core i5-8350U,Integrated,16,256,SSD,14.0,0,6144,4
New,ASUS ROG Strix Scar 16 2023 G634JZ-NM010W,Asus,ROG,Intel Core i9-13980HX,RTX 4080,32,2000,SSD,16.0,0,46648,34435
New,Microsoft Surface Laptop 5 Alcántara,Microsoft,Surface Laptop,Intel Evo Core i5-1235U,Intel Iris Xe,8,512,SSD,13.5,1,12993,4
New,Microsoft Surface Pro 9 Zafiro,Microsoft,Surface Pro,Intel Evo Core i5-1235U,Intel Iris Xe,8,256,SSD,13.0,1,12993,4
New,LG Gram 17ZD90R-G.AX75B,LG,Gram,Intel Evo Core i7-1360P,Intel Iris Xe,16,512,SSD,17.0,0,18760,4
New,HP 470 G9,HP,470,Intel Core i7-1255U,MX550,16,512,SSD,17.3,0,13289,4545
New,ASUS F1500EA-BQ3072,Asus,VivoBook,Intel Core i3-1115G4,Intel UHD Graphics,8,512,SSD,15.6,0,5934,4
New,Razer Blade 16 Doble Resolución UHD+/FHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4090,32,2000,SSD,16.0,0,41877,38262
New,Asus Rog Strix G15 G513QR-HF118,Asus,ROG,AMD Ryzen 7 5800H,RTX 3070,32,1000,SSD,15.6,0,20856,22238
New,Dell Vostro 3520,Dell,Vostro,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
New,LG Gram 14ZB90Q,LG,Gram,Intel Core i5-1240P,Integrated,16,512,SSD,14.0,0,16671,4
New,Primux Ioxbook 15CA,Primux,Ioxbook,Intel Celeron N4000,Integrated,8,256,SSD,15.6,0,1428,4
New,HP 15S-FQ2173NS,HP,15S,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Integrated,16,512,SSD,16.2,0,26649,4
New,Microsoft Surface Pro 9 Grafito,Microsoft,Surface Pro,Intel Evo Core i5-1235U,Intel Iris Xe,8,256,SSD,13.0,1,12993,4
New,Alurin Go,Alurin,Go,Intel Pentium N4200,Integrated,8,256,SSD,14.1,0,2169,4
New,HP Spectre x360 14-ef0003ns,HP,Spectre,Intel Evo Core i7-1255U,Intel Iris Xe,16,1000,SSD,13.5,1,13289,4
New,LG Gram 15Z90R-G.AD78B,LG,Gram,Intel Evo Core i7-1360P,Intel Iris Xe,32,1000,SSD,15.0,0,18760,4
New,Samsung Galaxy Book3 Pro,Samsung,Galaxy Book,Intel Evo Core i7-1360P,Intel Iris Xe,16,512,SSD,16.0,0,18760,4
New,Lenovo ThinkPad L15 Gen 3,Lenovo,ThinkPad,Intel Core i5-1235U,Intel Iris Xe,8,256,SSD,15.6,0,12993,4
New,Lenovo IdeaPad Gaming 3 15ACH6-302,Lenovo,IdeaPad,AMD Ryzen 5 5600H,GTX 1650,8,256,SSD,15.6,0,16751,7878
New,Alurin Flex,Alurin,Flex,Intel Core i3-10110U,Integrated,8,128,SSD,14.0,0,3866,4
New,Medion Akoya E15301 MD62123,Medion,Akoya,AMD Ryzen 3 3200U,Integrated,8,256,SSD,15.6,0,3751,4
New,Microsoft Surface Laptop 4 Platino,Microsoft,Surface Laptop,AMD Ryzen 7 4980U,Integrated,8,256,SSD,15.0,1,17469,4
New,Razer Blade 16 QHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4060,16,1000,SSD,16.0,0,41877,19703
New,Razer Blade 16 QHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4070,16,1000,SSD,16.0,0,41877,26942
New,Alurin Flex Advance,Alurin,Alurin,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,256,SSD,15.6,0,12868,4
New,Alurin Flex Advance,Alurin,Flex Advance,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,500,SSD,15.6,0,12868,4
New,Razer Blade 16 Dual UHD+FHD+,Razer,Blade,Intel Core i9-13950HX,RTX 4070,32,1000,SSD,16.0,0,41877,26942
New,ASUS ZenBook 14 OLED UX3402VA-KM005W,Asus,ZenBook,Intel Evo Core i7-1360P,Intel Iris Xe,16,512,SSD,14.0,0,18760,4
New,Alurin Flex Advance,Alurin,Flex Advance,Intel Core i5-1155G7,Intel Iris Xe,8,256,SSD,15.6,0,9814,4
New,Apple Macbook Air 2023,Apple,MacBook Air,Apple M2 8 Core 3500 MHz,Integrated,8,256,SSD,15.3,0,15648,4
New,HP 250 G9,HP,250,Intel Core i3-1215U,Intel UHD Graphics,8,512,SSD,15.6,0,10548,4
Refurbished,ASUS ROG Strix G17 G713PV-HX058,Asus,ROG,AMD Ryzen 9 7845HX,RTX 4060,32,1000,SSD,17.3,0,45221,19703
New,HP 15s-fq4106ns,HP,15S,Intel Core i5-1155G7,Intel Iris Xe,8,256,SSD,15.6,0,9814,4
New,HP 15S-FQ4059NS,HP,15S,Intel Core i5-1155G7,Intel Iris Xe,8,512,SSD,15.6,0,9814,4
New,Alurin Flex Advance,Alurin,Flex Advance,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,256,SSD,15.6,0,12868,4
New,ASUS TUF Gaming F15 Fx506lhb-hn359,Asus,TUF,Intel Core i5-10300H,GTX 1650,16,512,SSD,15.6,0,8283,7878
New,Alurin Flex Advance,Alurin,Alurin,Intel Core i7-1255U,Intel Iris Xe,8,500,SSD,15.6,0,13289,4
New,HP 250 G9,HP,250,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Integrated,32,1000,SSD,16.2,0,26649,4
New,Lenovo V15 G2,Lenovo,V15,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,MSI Raider GE78HX 13VG-040ES,MSI,Raider,Intel Core i7-13700HX,RTX 4070,32,1000,SSD,17.0,0,32855,26942
New,Lenovo ThinkBook 15p,Lenovo,ThinkBook,Intel Core i7-10750H,GTX 1650,16,1000,SSD,15.6,0,11662,7878
New,Lenovo ThinkPad E15 Gen 4,Lenovo,ThinkPad,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
New,ASUS ExpertBook B1 B1502CBA-EJ0425,Asus,ExpertBook,Intel Core i5-1235U,Intel Iris Xe,16,512,SSD,15.6,0,12993,4
New,MSI Creator Z16 HX Studio B13VFTO-027ES,MSI,Creator,Intel Core i9-13950HX,RTX 4060,64,2000,SSD,16.0,1,41877,19703
New,HP 250 G9,HP,250,Intel Core i3-1215U,Intel UHD Graphics,8,512,SSD,15.6,0,10548,4
New,Acer Chromebook 317,Acer,Chromebook,Intel Celeron N4500,Intel UHD Graphics,8,128,eMMC,17.3,0,1882,4
New,Dynabook Toshiba Satellite Pro C50-G-10F,Dynabook Toshiba,Satellite Pro,Intel Core i7-10510U,Integrated,8,256,SSD,15.6,0,6492,4
New,HP 15S-FQ2160NS,HP,15S,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Dell XPS 13 9315,Dell,XPS,Intel Core i5-1230U,Integrated,16,512,SSD,13.4,0,10809,4
New,HP OMEN 17-ck2001ns,HP,Omen,Intel Core i7-13700HX,RTX 4080,32,1000,SSD,17.3,0,32855,34435
New,Lenovo Legion Pro 7 16IRX8,Lenovo,Legion,Intel Core i9-13900HX,RTX 4070,32,1000,SSD,16.0,0,43218,26942
New,Acer ConceptD 3 CN316-73G-74FZ,Acer,ConceptD,Intel Core i7-11800H,GTX 1650,16,512,SSD,16.0,0,20086,7878
New,Lenovo V15 G3 IAP,Lenovo,V15,Intel Core i5-1235U,Intel Iris Xe,8,512,SSD,15.6,0,12993,4
New,Acer Predator Helios 300 PH317-55,Acer,Predator,Intel Core i7-11800H,RTX 3060,16,1000,SSD,17.3,0,20086,16840
New,ASUS F515EA-BQ1625W,Asus,F515,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Acer Chromebook 516 GE CBG516-1H-72EW,Acer,Chromebook,Intel Core i7-1260P,Integrated,16,256,SSD,16.0,0,16814,4
New,Acer Nitro 5 AN515-45-R5ZJ,Acer,Nitro,AMD Ryzen 9 5900HX,RTX 3080,16,1000,SSD,15.6,0,22369,25128
New,Dell Latitude 9510,Dell,Latitude,Intel Core i5-10210U,Integrated,8,256,SSD,15.0,0,6136,4
New,Lenovo IdeaPad IP 5 Chrome 16IAU7,Lenovo,IdeaPad,Intel Core i5-1235U,Intel Iris Xe,8,512,SSD,16.0,0,12993,4
New,Lenovo Legion 5 15ACH6-276 Ryzen 7 5800H,Lenovo,Legion,AMD Ryzen 7 5800H,RTX 3060,16,1000,SSD,15.6,0,20856,16840
New,MSI Creator Pro M16 B13VI-1023ES,MSI,Creator,Intel Core i7-13700H,RTX A1000,16,1000,SSD,16.0,0,26456,10607
New,MSI Creator Pro M16 B13VI-1024XES,MSI,Creator,Intel Core i7-13700H,RTX A1000,16,1000,SSD,16.0,0,26456,10607
New,MSI Creator Pro M16 B13VK-1021ES,MSI,Creator,Intel Core i7-13700H,RTX 3000 Ada Generation,32,1000,SSD,16.0,0,26456,15870
New,MSI Katana 17 B13VFK-087ES,MSI,Katana,Intel Core i7-13620H,RTX 4060,16,1000,SSD,17.3,0,24272,19703
New,ASUS ExpertBook B3 Flip B3402FEA-EC0765X,Asus,ExpertBook,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,14.0,1,9564,4
New,ASUS P1412CEA-EK1154X,Asus,ExpertBook,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,14.0,0,9564,4
New,Microsoft Surface Pro 9 Grafito,Microsoft,Surface Pro,Intel Evo Core i7-1255U,Intel Iris Xe,16,512,SSD,13.0,1,13289,4
New,Microsoft Surface Laptop Studio,Microsoft,Surface Laptop,Intel Core i5-11300H,Integrated,16,256,SSD,14.4,1,10849,4
New,ASUS ExpertBook B1 B1502CBA-EJ0439,Asus,ExpertBook,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
Refurbished,HP EliteBook 850 G4,HP,EliteBook,Intel Core i5-7300U,Integrated,8,256,SSD,15.6,0,3640,4
New,MSI Creator M16 A12UC-090XES,MSI,Creator,Intel Core i7-12700H,RTX 3050,16,1000,SSD,16.0,0,25766,9466
New,HP 15S-EQ2051NS,HP,15S,AMD Ryzen 3 5300U,Radeon Vega 6,8,256,SSD,15.6,0,9612,4
New,HP ProBook 455 G10,HP,ProBook,AMD Ryzen 7 7730U,Integrated,16,512,SSD,15.6,0,18183,4
New,ASUS E510MA-EJ1188W,Asus,E510,Intel Celeron N4020,Intel UHD Graphics 600,8,256,SSD,15.6,0,1546,4
New,Alurin Go,Alurin,Go,Intel Pentium N4200,Integrated,8,256,SSD,14.1,0,2169,4
New,HP ProBook 450 G9,HP,ProBook,Intel Core i7-1255U,Intel Iris Xe,16,1000,SSD,15.6,0,13289,4
New,HP Victus 16-d1012np,HP,Victus,Intel Core i7-12700H,RTX 3050,8,512,SSD,16.1,0,25766,9466
New,Lenovo IdeaPad 3 15ITL6,Lenovo,IdeaPad,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,Acer Extensa 15 EX215-54,Acer,Extensa,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,MSI Modern 14 C12M-052ES,MSI,Modern,Intel Core i7-1255U,Intel Iris Xe,16,1000,SSD,14.0,0,13289,4
Refurbished,Microsoft Surface Pro 6,Microsoft,Surface Pro,Intel Core i5-8250U,Integrated,8,256,SSD,12.3,1,5821,4
New,MSI Creator Z16 HX Studio B13VGTO-032ES,MSI,Creator,Intel Core i9-13950HX,RTX 4070,64,1000,SSD,16.0,1,41877,26942
Refurbished,MSI Creator Z17 HX Studio A13VGT-041ES,MSI,Creator,Intel Core i9-13950HX,RTX 4070,64,2000,SSD,17.0,1,41877,26942
New,HP 250 G9,HP,250,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
New,ASUS Vivobook Pro 15 M6500QE,Asus,VivoBook,AMD Ryzen 7 5800H,RTX 3050,16,1000,SSD,15.6,0,20856,9466
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Integrated,16,1000,SSD,16.2,0,26649,4
New,ASUS TUF GAMING A15 FA507NU-R77B46CS1,Asus,TUF,AMD Ryzen 7 7735HS,RTX 4060,16,512,SSD,15.6,0,23295,19703
Refurbished,Dell Latitude E5440,Dell,Latitude,Intel Core i5-4310U,Integrated,8,128,SSD,14.0,0,2532,4
Refurbished,Lenovo ThinkPad T470,Lenovo,ThinkPad,Intel Core i5-7300U,Integrated,16,256,SSD,14.0,0,3640,4
New,Samsung Galaxy Book3 Pro,Samsung,Galaxy Book,Intel Evo Core i7-1360P,Intel Iris Xe,16,512,SSD,14.0,0,18760,4
New,Lenovo Yoga Slim 7 Pro 14ARH7,Lenovo,Yoga,AMD Ryzen 5 6600HS,Integrated,8,512,SSD,14.0,0,18141,4
New,LG Gram 17Z90R-E.AD75B,LG,Gram,Intel Evo Core i7-1360P,RTX 3050,32,512,SSD,17.0,0,18760,9466
Refurbished,HP EliteBook 840 G3,HP,EliteBook,Intel Core i5-6200U,Integrated,8,256,SSD,14.0,0,2994,4
New,ASUS ROG Strix G16 G614JI-N4007,Asus,ROG,Intel Core i9-13980HX,RTX 4070,32,1000,SSD,16.0,0,46648,26942
New,Lenovo V15 G2 ITL,Lenovo,V15,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,Dynabook Toshiba Satellite Pro C50-J-12X,Dynabook Toshiba,Satellite Pro,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
Refurbished,ASUS ROG Strix G17 G713PI-HX004,Asus,ROG,AMD Ryzen 9 7945HX,RTX 4070,32,1000,SSD,17.3,0,54683,26942
New,Gigabyte AORUS 15 9KF-E3ES383SD,Gigabyte,Aorus,Intel Core i5-12500H,RTX 4060,8,512,SSD,15.6,0,20660,19703
New,Medion Erazer Beast X40,Medion,Beast,Intel Core i9-13900HX,RTX 4090,32,2000,SSD,17.0,0,43218,38262
New,MSI Prestige 16 A12UD-218ES,MSI,Prestige,Intel Core i7-1280P,RTX 3050,32,1000,SSD,16.0,0,20311,9466
Refurbished,Lenovo Legion 5 15ACH6-990,Lenovo,Legion,AMD Ryzen 7 5800H,RTX 3070,16,512,SSD,15.6,0,20856,22238
New,Alurin Flex Advance,Alurin,Flex Advance,Intel Core i5-1155G7,Intel Iris Xe,8,256,SSD,14.0,0,9814,4
New,HP OMEN 17-ck0013ns,HP,Omen,Intel Core i7-11800H,RTX 3060,32,1000,SSD,17.3,0,20086,16840
New,Alurin Flex,Alurin,Flex,Intel Core i3-10110U,Integrated,8,256,SSD,14.0,0,3866,4
New,Acer Aspire 3 A315-56-35X1,Acer,Aspire,Intel Core i3-1005G1,Integrated,8,256,SSD,15.6,0,4864,4
New,Acer TravelMate P2 TMP215-53-58LP,Acer,TravelMate,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,Acer Extensa 15 EX215-54-50GK,Acer,Extensa,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,ASUS ExpertBook B1 B1502CBA-EJ0439W,Asus,ExpertBook,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
New,HP Chromebook x360 11 G3 Education Edition,HP,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,4,32,eMMC,11.6,1,1546,4
New,LG Gram 14Z90R-G.AD78B,LG,Gram,Intel Evo Core i7-1360P,Intel Iris Xe,32,1000,SSD,14.0,0,18760,4
New,Acer Extensa 15 EX215-54-323B,Acer,Extensa,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,LG Gram 16Z90R-E.AD75B,LG,Gram,Intel Evo Core i7-1360P,RTX 3050,32,512,SSD,16.0,0,18760,9466
New,Microsoft Surface Laptop 5 Platino,Microsoft,Surface Laptop,Intel Evo Core i7-1255U,Intel Iris Xe,8,256,SSD,15.0,1,13289,4
Refurbished,HP EliteBook 840 G5,HP,EliteBook,Intel Core i7-8550U,Integrated,16,512,SSD,14.0,0,5847,4
New,Dynabook Toshiba Portégé X30L-K-108,Dynabook Toshiba,Portégé,Intel Core i7-1260P,Integrated,16,512,SSD,13.3,0,16814,4
Refurbished,Lenovo ThinkPad T440,Lenovo,ThinkPad,Intel Core i5-4300U,Integrated,8,256,SSD,14.0,0,2494,4
New,Dynabook Toshiba Tecra A50-J-1F8,Dynabook Toshiba,Tecra,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,ASUS Zenbook 14 OLED UM3402YA-KM063W,Asus,ZenBook,AMD Ryzen 5 5625U,Integrated,16,512,SSD,14.0,0,14837,4
New,Alurin Flex,Alurin,Flex,Intel Core i3-10110U,Integrated,8,512,SSD,14.0,0,3866,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Integrated,16,1000,SSD,14.2,0,26649,4
Refurbished,HP EliteBook 850 G5,HP,EliteBook,Intel Core i5-8250U,Integrated,8,256,SSD,15.6,0,5821,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Pro 12 Core 3480 MHz,Integrated,16,512,SSD,16.2,0,26649,4
New,Thomson Neo White,Thomson,Neo,Intel Celeron N4020,Intel UHD Graphics 600,4,64,eMMC,14.1,0,1546,4
New,ASUS VivoBook F515EA-BQ3063,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,Alurin Flex Advance,Alurin,Flex Advance,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,16,500,SSD,15.6,0,12868,4
New,ASUS VivoBook 15 F1500EA-EJ3100,Asus,VivoBook,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,ASUS Zenbook 14 OLED UM3402YA-KM094W,Asus,ZenBook,AMD Ryzen 7 5825U,Integrated,16,512,SSD,14.0,0,18219,4
New,Acer ConceptD 3 Pro CN316-73P-79PD,Acer,ConceptD,Intel Core i7-11800H,T1200,16,1000,SSD,16.0,0,20086,7772
New,Lenovo V15 G2 ITL,Lenovo,V15,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
New,Lenovo ThinkPad T15p Gen 2,Lenovo,ThinkPad,Intel Core i7-11800H,GTX 1650,16,512,SSD,15.6,0,20086,7878
New,ASUS ExpertBook P1512CEA-EJ0084X,Asus,ExpertBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
New,Lenovo ThinkPad L14 Gen 2,Lenovo,ThinkPad,Intel Core i5-1145G7,Integrated,16,256,SSD,14.0,0,9513,4
Refurbished,Acer Predator Helios 300 PH317-55-77GT,Acer,Predator,Intel Core i7-11800H,RTX 3070,32,1000,SSD,17.3,0,20086,22238
Refurbished,MSI Modern 14 C5M-023XES,MSI,Modern,AMD Ryzen 5 5625U,Integrated,8,512,SSD,14.0,0,14837,4
New,HP 15S-EQ1134NS,HP,15S,AMD 3020e,Integrated,8,256,SSD,15.6,0,2411,4
Refurbished,HP Pavilion Aero 13-be1006ns,HP,Pavilion,AMD Ryzen 7 5825U,Integrated,16,512,SSD,13.3,0,18219,4
New,Dynabook Toshiba Tecra A50-K-14S,Dynabook Toshiba,Tecra,Intel Core i7-1260P,Integrated,16,512,SSD,15.6,0,16814,4
New,Apple MacBook Pro,Apple,MacBook Pro,Apple M2 Max 12 Core 3680 MHz,Integrated,32,1000,SSD,14.2,0,26767,4
New,ASUS ExpertBook B1 B1402CBA-EB0862,Asus,ExpertBook,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,14.0,0,13289,4
Refurbished,Apple Macbook Pro Intel Core i7,Apple,MacBook Pro,Intel Core i7-9750H,Radeon Pro 5300M,16,512,SSD,16.0,0,10705,5926
New,Lenovo V15 IGL,Lenovo,V15,Intel Celeron N4020,Intel UHD Graphics 600,4,128,SSD,15.6,0,1546,4
New,ASUS TUF Dash F15 FX517ZE,Asus,TUF,Intel Core i7-12650H,RTX 3050,16,512,SSD,15.6,0,22065,9466
New,Dell Latitude 3520,Dell,Latitude,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,LG Ultra 16U70Q,LG,Ultra,AMD Ryzen 5 5625U,Integrated,8,512,SSD,16.0,0,14837,4
