Game,CPU,GPU,RAM,File Size
Planet Zoo,Intel Core i7-4770K,AMD Radeon RX 580,16 GB,16 GB
RoboCop: Rogue City,Intel Core i7-10700K  / Ryzen 7 3800XT,NVIDIA GeForce RTX 3070 Ti  / Radeon RX 6800,16 GB,Unknown
Max Payne 3,Intel Core i7-3930K,NVIDIA GeForce GTX 680,16 GB,35 GB
HITMAN 2,Intel Core i7-4790,NVIDIA GeForce GTX 1070,16 GB,60 GB
Assassin's Creed,AMD Athlon 64 X2 4400+,ATI FireMV 2400 PCIe,4 GB,8 GB
Lies Of P,Intel Core i3-6300  / Ryzen 3 1200,AMD Radeon RX 6500 XT  / GeForce GTX 1660,16 GB,50 GB
Star Wars Outlaws,Intel Core i5-10400  / Ryzen 5 5600X,NVIDIA GeForce RTX 3060 Ti  / Radeon RX 6700 XT,16 GB,65 GB
Call of Duty: Black Ops - Cold War,Intel Core i7-4770K,NVIDIA GeForce GTX 970,16 GB,175 GB
Call of Duty Black Ops,Intel Core 2 Duo E6600,NVIDIA GeForce 8600 GT,2 GB,12 GB
Stray,Intel Core i5-8400,NVIDIA GeForce GTX 780,8 GB,10 GB
The Lab,Unknown,Unknown,Unknown,Unknown
The Isle,Intel Core i5-2550K,NVIDIA GeForce GTX 1070,16 GB,25 GB
Middle-earth: Shadow of War,AMD FX-8350,NVIDIA GeForce GTX 970,12 GB,70 GB
Buckshot Roulette,Intel Core i5-12400T,NVIDIA GeForce GTX 1060,4 GB,512 MB
Until Dawn,Intel Core i5-8600,NVIDIA GeForce RTX 2060,16 GB,70 GB
DYNASTY WARRIORS: ORIGINS,Intel Core i7-7700K,NVIDIA GeForce RTX 2070,16 GB,50 GB
PRO EVOLUTION SOCCER 2018,Intel Core i7-3770,NVIDIA GeForce GTX 660,8 GB,30 GB
Diablo 2: Resurrected,Intel Core i5-9600K,NVIDIA GeForce GTX 1060,16 GB,30 GB
Street Fighter 6,Intel Core i7-8700  / Ryzen 5 3600,NVIDIA GeForce RTX 2070  / Radeon RX 5700 XT,16 GB,60 GB
Risk of Rain 2,Intel Core i5-4670K  / Ryzen 5 1500X,NVIDIA GeForce GTX 680  / Radeon HD 7970,4 GB,4 GB
Farming Simulator 22,Intel Core i5-5675C,AMD Radeon RX 570,8 GB,35 GB
Deep Rock Galactic,Intel Core i5-12400T,Unknown,8 GB,3 GB
Game of Thrones: Kingsroad,Intel Core i7-9700,Unknown,16 GB,60 GB
Tomb Raider,Intel Core i5-750,Unknown,4 GB,12 GB
Dead Space,Intel Core i5-11600K  / Ryzen 5 5600X,NVIDIA GeForce GTX 1070  / Radeon RX 6700 XT,16 GB,50 GB
Battlefield 3,Intel Core 2 Quad Q9000,NVIDIA GeForce GTX 560,4 GB,20 GB
Need for Speed Rivals,Intel Core 2 Quad Q9000,NVIDIA GeForce GTX 660,8 GB,30 GB
Adobe Illustrator,Intel Core i5-8400H,NVIDIA GeForce GTX 1070,16 GB,2 GB
UFL,Intel Core i7-6700K,Unknown,12 GB,30 GB
Left 4 Dead 2,Intel Core 2 Duo E4600,AMD Radeon X1600,2 GB,13 GB
Two Point Museum,Intel Core i5-11600,Unknown,8 GB,8 GB
Call of Duty,Unknown,Unknown,Unknown,Unknown
Poppy Playtime,Intel Core i5-12400T,AMD Radeon RX 580,8 GB,20 GB
Asphalt 9: Legends,Intel Core i5-4460,ATI Radeon HD 5850,12 GB,10 GB
CarX Streets,Intel Core i5-10600,AMD Radeon RX 5700,16 GB,20 GB
Deadlock,Intel Core i7-10700E  / Ryzen 7 3700X,NVIDIA GeForce RTX 2080  / Radeon RX 6800,16 GB,30 GB
Stardew Valley,Unknown,Unknown,Unknown,Unknown
DARK SOULS II,Intel Core i3-2100,AMD Radeon HD 6870,4 GB,15 GB
The Elder Scrolls Online,Intel Core i5-2300,NVIDIA GeForce GTX 750,8 GB,85 GB
Counter-Strike,Unknown,Unknown,Unknown,Unknown
Need For Speed Payback,Intel Core i5-4690T,AMD Radeon RX 480,8 GB,30 GB
Batman: Arkham City,Unknown,Unknown,Unknown,Unknown
F1® 22,Intel Core i5-9600K,AMD Radeon RX 590,16 GB,80 GB
Mafia II,Intel Core 2 Quad Q6600,ATI Radeon HD 3870,4 GB,10 GB
PRO EVOLUTION SOCCER 2019,AMD FX-8350,NVIDIA GeForce GTX 760,8 GB,30 GB
World War Z,Intel Core i7-3970X,AMD Radeon R9 280,16 GB,35 GB
The First Descendant,Intel Core i7-7700K  / Ryzen 5 2600X,NVIDIA GeForce RTX 2060  / Radeon RX 5600 XT,16 GB,50 GB
Path of Exile,Intel Core i7-960,NVIDIA GeForce GTX 1050,8 GB,20 GB
Planet Coaster 2,Intel Core i7-10700K  / Ryzen 7 5800H,NVIDIA GeForce RTX 2070 SUPER  / Radeon RX 6700 XT,16 GB,25 GB
Fall Guys,Intel Core i5-2300  / Ryzen 3 1200,NVIDIA GeForce GTX 660  / Radeon HD 7950,8 GB,2 GB
Star Wars Jedi: Fallen Order,Intel Core i7-6700K,AMD Radeon RX Vega 56,16 GB,55 GB
RESIDENT EVIL 3,Intel Core i7-3770  / FX-9590,NVIDIA GeForce GTX 1060 3GB  / Radeon RX 480,8 GB,45 GB
Control,Intel Core i5-7600K,AMD Radeon RX 580,16 GB,42 GB
Atlas Fallen,Intel Core i7-9800X,NVIDIA GeForce GTX 1070 Ti,16 GB,35 GB
Cricket 19,AMD Phenom II X4 970,AMD Radeon R9 390X,8 GB,25 GB
Dead Island 2,Intel Core i7-7700K,NVIDIA GeForce RTX 2070 SUPER,16 GB,70 GB
Lust 'n Dead ?,Unknown,Unknown,Unknown,Unknown
7 Days to Die,AMD Athlon II X4 640,AMD Radeon R7 240,12 GB,4 GB
American Truck Simulator,Intel Core 2 Quad Q9650,NVIDIA GeForce GTX 760,6 GB,3 GB
Teardown,Intel Core i7-610,NVIDIA GeForce GTX 1080,4 GB,4 GB
Ranch Simulator,Intel Core i7-4790,AMD Radeon RX 590,12 GB,15 GB
Outer Wilds,Intel Core i5-8400,Unknown,8 GB,8 GB
Sniper Elite: Resistance,Intel Core i5-12600K,NVIDIA GeForce RTX 4060,24 GB,90 GB
FINAL FANTASY XV,Intel Core i7-3770,AMD Radeon RX 480,16 GB,100 GB
Frostpunk 2,Intel Core i7-9700K  / Ryzen 7 5800H,NVIDIA GeForce RTX 2060  / Radeon RX 5700,16 GB,30 GB
Assassin's Creed Syndicate,Intel Core i7-3770,AMD Radeon R9 280X,8 GB,50 GB
The Forever Winter,Intel Core i7-12700,NVIDIA GeForce RTX 3080 Ti,32 GB,87 GB
Call of Duty Ghosts,Intel Core 2 Duo E8400,NVIDIA GeForce 510,4 GB,Unknown
Avatar: Frontiers of Pandora,Intel Core i5-11600K  / Ryzen 5 5600X,NVIDIA GeForce RTX 3060 Ti  / Radeon RX 6700 XT,16 GB,90 GB
Infinity Nikki,Intel Core i7-6700,Intel Arc A580,16 GB,60 GB
The Witcher 4,Intel Core i7-12700K,NVIDIA GeForce RTX 4080,32 GB,200 GB
Titanfall 2,Intel Core i5-6600,AMD Radeon RX 480,16 GB,45 GB
World of Tanks,Intel Core i5-3330,AMD Radeon HD 7850  / GeForce GTX 660,6 GB,70 GB
Batman: Arkham Origins,Intel Core i5-750,AMD Radeon HD 6950,4 GB,Unknown
HoneySelect2Libido DX,Intel Pentium 4 2.00GHz,AMD Radeon R5 M230,8 GB,15 GB
Unity Testing Grounds,Intel Core 2 Duo Q6867,Intel Media Accelerator 500,1 GB,1 GB
Black Desert Online,Intel Core i5-650,AMD Radeon RX 480,8 GB,27 GB
Fallout New Vegas,Intel Core 2 Duo T5750,AMD Radeon X1300,2 GB,10 GB
ASTRONEER,AMD Athlon II X4 640,AMD Radeon HD 5450,8 GB,4 GB
iRacing,Intel Core i9-9900KS,AMD Radeon Pro VII,8 GB,32 GB
MiSide,Intel Core i7-920,NVIDIA GeForce GTX 1050,8 GB,2 GB
WWE 2K24,Intel Core i7-4790,AMD Radeon RX 5600,16 GB,90 GB
DARK SOULS: Prepare To Die Edition,Unknown,Unknown,Unknown,Unknown
Bazaar,Unknown,Unknown,Unknown,Unknown
Terraria,Intel Core 2 Duo E8400,Intel HD 3000,4 GB,Unknown
NARAKA: BLADEPOINT,Intel Core i7-610,Unknown,16 GB,55 GB
Dark and Darker,Intel Core i5-7600K,AMD Radeon RX 5600  / GeForce RTX 2070,16 GB,12 GB
Hades II,Intel Core 2 Quad Q6600,NVIDIA GeForce RTX 2060  / Radeon RX 5600 XT / Arc A580,16 GB,10 GB
METAL GEAR SOLID V: THE PHANTOM PAIN,Intel Core i7-4790,NVIDIA GeForce GTX 760,8 GB,28 GB
State of Decay 2,Intel Core i5-4570,Unknown,16 GB,30 GB
Disco Elysium,Intel Core i7-610,NVIDIA GeForce GTX 1060,8 GB,20 GB
GTFO,Intel Core i7-7700,NVIDIA GeForce GTX 1060,16 GB,15 GB
Shadow of the Tomb Raider,AMD Ryzen 5 1600,NVIDIA GeForce GTX 1060,16 GB,40 GB
No Rest for the Wicked,Intel Core i5-12600K  / Ryzen 7 5800X3D,NVIDIA GeForce RTX 3070 Ti  / Radeon RX 6800 XT,16 GB,35 GB
Little Nightmares,Intel Core i7-610,NVIDIA GeForce GTX 660,8 GB,10 GB
FIFA 20,Intel Core i5-3550,NVIDIA GeForce GTX 670,8 GB,50 GB
SMITE 2,Intel Core i5-1300F,NVIDIA GeForce GTX 660,6 GB,30 GB
Grounded,Intel Core i3-3225,NVIDIA GeForce GTX 650 Ti,4 GB,8 GB
Metaphor: ReFantazio,Intel Core i5-7600,Unknown,8 GB,93 GB
 Final Fantasy 7 Remake Intergrade,Intel Core i7-3770,NVIDIA GeForce GTX 1080,12 GB,100 GB
Drive Beyond Horizons,Intel Core i5-10400,NVIDIA GeForce RTX 3060,16 GB,Unknown
Yakuza 0,Intel Core i7-6700,AMD Radeon RX Vega 56,16 GB,Unknown
Atomic Heart,Intel Core i7-7700K,AMD Radeon RX 6700 XT,16 GB,90 GB
STAR WARS Battlefront 2,Intel Core i7-6700,AMD Radeon RX 480,16 GB,60 GB
Lego Star Wars The Skywalker Saga,AMD Ryzen 3 3100,NVIDIA GeForce GTX 780,8 GB,40 GB
Streamer Life Simulator,Intel Core 2 Duo Q6867,NVIDIA GeForce GTX 970,6 GB,5 GB
Crysis Remastered,Intel Core i5-7600K,NVIDIA GeForce GTX 1660 Ti,12 GB,20 GB
NINJA GAIDEN 2 Black,Intel Core i7-8700,Unknown,16 GB,85 GB
WWE 2K16,Intel Core i5-3550,AMD Radeon HD 7850,8 GB,44 GB
Mafia: The Old Country,Intel Core i7-12700K  / Ryzen 7 5800X,NVIDIA GeForce RTX 3080 Ti  / Radeon RX 6950 XT,32 GB,55 GB
Sid Meier’s Civilization 6,Intel Core i5-4200M,NVIDIA GeForce GTX 770,8 GB,12 GB
"Warhammer 40,000: Darktide",Intel Core i7-9700K  / Ryzen 5 3600,NVIDIA GeForce RTX 3060  / Radeon RX 5700 XT,16 GB,50 GB
PGA TOUR 2K25,Intel Core i7-6700,AMD Radeon RX 5700,12 GB,30 GB
Mad Max,Intel Core i7-3770,Unknown,8 GB,32 GB
Amenti,Intel Core i7-3770,Unknown,16 GB,6 GB
RoadCraft,Intel Core i5-12600K  / Ryzen 7 5800X,NVIDIA GeForce RTX 3060  / Radeon RX 6600 XT,16 GB,40 GB
FIFA 21,Intel Core i5-3550,NVIDIA GeForce GTX 670,8 GB,50 GB
Guild Wars 2,Unknown,Unknown,Unknown,Unknown
PAYDAY 2,Intel Core 2 Quad Q8200,AMD Radeon HD 7450,8 GB,45 GB
Halo: The Master Chief Collection,Intel Core i7-870,AMD Radeon R7 360,8 GB,43 GB
Hades,Intel Core 2 Duo Q6867,AMD Radeon HD 5450,8 GB,20 GB
ARMORED CORE VI FIRES OF RUBICON,Intel Core i7-7700  / Core i5-10400,AMD Radeon RX 590  / GeForce GTX 1060,12 GB,60 GB
METAL GEAR RISING: REVENGEANCE,Intel Core i7-3770,NVIDIA GeForce GTX 650,4 GB,25 GB
Assetto Corsa EVO,Intel Core i5-10500,AMD Radeon RX 5600,16 GB,100 GB
Call of Duty Advanced Warfare,Intel Core i5-2500K,NVIDIA GeForce GTX 760,8 GB,55 GB
JUMP FORCE,Intel Core i7-6700,AMD Radeon R9 Fury,8 GB,17 GB
Palia,AMD Ryzen 3 3300U,NVIDIA GeForce GTX 1060,8 GB,22 GB
Remnant 2,Intel Core i5-10600K,NVIDIA GeForce RTX 2060,16 GB,80 GB
Horizon Zero Dawn,Intel Core i7-4770K,AMD Radeon RX 580,16 GB,100 GB
Grand Theft Auto: San Andreas – The Definitive Edition,AMD Ryzen 5 2600,AMD Radeon RX 570,16 GB,19 GB
DRAGON BALL Z: KAKAROT,Intel Core i5-3470,AMD Radeon R9 280X,8 GB,40 GB
Far Cry Primal,Intel Core i7-2600K,AMD Radeon R9 280X,8 GB,20 GB
SONIC X SHADOW GENERATIONS,Intel Core i7-2600,Unknown,12 GB,3 GB
Outlast,Intel Core 2 Quad Q9705,AMD Radeon HD 6850,3 GB,5 GB
The Evil Within,Intel Core i7-610,NVIDIA GeForce GTX 670,4 GB,50 GB
The Crew Motorfest ,Intel Core i7-8700K,NVIDIA GeForce RTX 2060,8 GB,40 GB
Stellaris,AMD Ryzen 5 2400G,NVIDIA GeForce GTX 560 Ti,4 GB,10 GB
The Outlast Trials,Intel Core i7-6700K,AMD Radeon RX Vega 56,16 GB,40 GB
Content Warning,Intel Core i5-2400  / Ryzen 5 5600,NVIDIA GeForce GTX 1060  / Radeon RX 470,16 GB,6 GB
Sniper Elite 5,Intel Core i5-8400,Intel Iris Plus 640,16 GB,85 GB
Middle-earth: Shadow of Mordor,Intel Core i7-3770,Unknown,8 GB,57 GB
Dragon Age Inquisition,Intel Core 2 Quad Q9705,NVIDIA GeForce GTX 660,8 GB,26 GB
Resident Evil 6 / Biohazard 6,Intel Pentium 4 4.00GHz,NVIDIA GeForce GTX 560,4 GB,16 GB
PAYDAY 3,Intel Core i7-9700K,NVIDIA GeForce GTX 1080,16 GB,Unknown
F1 2020,Intel Core i5-9600K,AMD Radeon RX 590,16 GB,80 GB
Watch Dogs Legion,Intel Core i7-4790K,NVIDIA GeForce RTX 3080,16 GB,65 GB
Adobe Lightroom,Intel Core i5-6600K,NVIDIA GeForce GTX 1060,8 GB,2 GB
Mass Effect Legendary Edition,Intel Core i7-7700  / Ryzen 7 3700X,NVIDIA GeForce GTX 1070  / Radeon RX Vega 56,16 GB,120 GB
GTA Trilogy,Intel Core i7-2700K,NVIDIA GeForce GTX 970,16 GB,45 GB
Age of Empires II: Definitive Edition,Intel Core 2 Duo E8400,Unknown,8 GB,15 GB
Hunt Showdown,Intel Core i5-12400T,Unknown,12 GB,75 GB
FOR HONOR,Intel Core i5-2500K,NVIDIA GeForce GTX 770,4 GB,39.16 GB
Pathfinder: Wrath of the Righteous,Intel Core i7-920,NVIDIA GeForce GTX 1050 Ti,8 GB,50 GB
Age of Mythology: Retold,Intel Core i5-680,NVIDIA GeForce GTX 970  / Radeon RX 570,16 GB,25 GB
Foundation,Intel Core i7-6700K,NVIDIA GeForce RTX 2060,16 GB,Unknown
The Walking Dead: The Telltale Definitive Series,Intel Core i5-2500K,NVIDIA GeForce GTX 960,3 GB,45 GB
War Robots: Frontiers,Intel Core i5-9600K,NVIDIA GeForce RTX 2070,16 GB,10 GB
My Summer Car,Intel Core i5-12400T,Unknown,8 GB,1 GB
Forza Motorsport,Intel Core i7-10700K,NVIDIA GeForce RTX 3080,16 GB,110 GB
Train Sim World® 5,Intel Core i5-9600K,Unknown,16 GB,80 GB
Tiny Glade,Intel Core i5-2500K,AMD Radeon RX 580,4 GB,3 GB
Wolfenstein: The New Order,Intel Core 2 Duo E8400,NVIDIA GeForce 510,4 GB,Unknown
Heavy Rain,Intel Core i5-6600K,AMD Radeon R9 390,8 GB,35 GB
Portal with RTX,Intel Core i7-9700K  / Ryzen 5 3600,NVIDIA GeForce RTX 3080,16 GB,25 GB
Cricket 22,Intel Core i5-12400T,Unknown,16 GB,45 GB
Nymphomaniac - Sex Addict,Intel Core i5-8600,NVIDIA GeForce RTX 2060,16 GB,17 GB
Diablo 3,AMD Athlon 64 X2 5600+,AMD Radeon X1950 Pro,1 GB,12 GB
Need for Speed: Most Wanted (2005),Intel Pentium 4 3.00GHz,NVIDIA GeForce 6200,1 GB,3 GB
Borderlands 2,Intel Core 2 Quad Q8200,ATI Radeon HD 5850,2 GB,20 GB
theHunter: Call of the Wild,Intel Core 2 Duo E8400,NVIDIA GeForce GTX 760,8 GB,60 GB
GUILTY GEAR -STRIVE-,Intel Core i7-3770,NVIDIA GeForce GTX 660,8 GB,30 GB
Combat Master,Unknown,Unknown,Unknown,Unknown
Farlight 84,Intel Pentium 4 2.00GHz,NVIDIA GeForce GTX 970,8 GB,10 GB
DCS World Steam Edition,AMD FX-9590,Unknown,32 GB,500 GB
Le Mans Ultimate,Intel Core i5-9600,AMD Radeon RX 580,16 GB,30 GB
DRAGON BALL XENOVERSE 2,Intel Core i5-6400,Unknown,4 GB,Unknown
Call of Duty: World at War,Intel Core i3-2120,NVIDIA GeForce GTX 650,4 GB,8 GB
Assassin's Creed 2,Intel Core 2 Duo E6700,NVIDIA GeForce 8800 GT,4 GB,8 GB
PC Building Simulator,Unknown,Unknown,Unknown,Unknown
Fallout 3,Intel Core 2 Duo U7600,NVIDIA GeForce 8800 GTX,2 GB,7 GB
RENNSPORT,Intel Core i7-10700K,NVIDIA GeForce RTX 3070 Ti,16 GB,100 GB
IGI : Origins,Unknown,Unknown,Unknown,Unknown
Born in Blood,Intel Core i7-4790,NVIDIA GeForce GTX 1070,16 MB,18 MB
Wicked Island,Intel Core i5-12400T,NVIDIA GeForce RTX 3060,16 GB,15 GB
SILENT HILL f,Intel Core i7-9700  / Ryzen 5 5500,NVIDIA GeForce RTX 2080  / Radeon RX 6800 XT,16 GB,50 GB
Balatro,Unknown,Unknown,Unknown,Unknown
Garry's Mod,Intel Core 2 Duo E8400,Intel HD 3000,8 GB,20 GB
ULTRAKILL,Intel Core i5-1300F,NVIDIA GeForce GTX 970,8 GB,3 GB
Coral Island,Intel Core i7-610,NVIDIA GeForce GTX 960,16 GB,8 GB
Cuphead,Unknown,Unknown,Unknown,Unknown
Batman: Arkham Asylum,Intel Pentium 4 2.40GHz,NVIDIA GeForce 510,8 GB,10 GB
The Crew 2,Intel Core i5-4690K  / Core i5-4690K,AMD Radeon RX 470  / GeForce GTX 1060,8 GB,57 GB
Sniper Elite 4,Intel Core i7-3770,NVIDIA GeForce GTX 970,8 GB,40 GB
Fear & Hunger,Intel Core 2 Duo Q6867,AMD Radeon HD 6250,2 GB,1 GB
The Witcher 2: Assassins of Kings Enhanced Edition,Intel Core i5-1300F,ATI Radeon HD 4850,3 GB,25 GB
Pacify,Intel Core i7-610,AMD Radeon R5 M230,8 GB,6 GB
Call of Duty Modern Warfare Remastered,Intel Core i5-4460,NVIDIA GeForce GTX 1070,16 GB,39 GB
WWE 2K19,Intel Core i7-3770,NVIDIA GeForce GTX 970,8 GB,50 GB
Riders Republic,Intel Core i7-4790,NVIDIA GeForce GTX 1060,8 GB,20 GB
VRChat,Unknown,Unknown,Unknown,Unknown
Victoria 3,Intel Core i5-6600K,AMD Radeon RX 590,16 GB,10 GB
Sky: Children of the Light,Intel Core i5-8400,AMD Radeon RX 580,8 GB,3 GB
SnowRunner,Intel Core i7-8700,AMD Radeon RX 580,16 GB,50 GB
EA SPORTS™ Madden NFL 25,Intel Core i7-8700K,Unknown,12 GB,65 GB
Medieval Dynasty,Intel Core i5-7640X,AMD Radeon RX 580,16 GB,10 GB
DEATH STRANDING: Director's Cut,Intel Core i7-3770,AMD Radeon RX 590,8 GB,80 GB
Portal 2,Unknown,Unknown,Unknown,Unknown
Car Mechanic Simulator 2021,Intel Core i5-6600K,NVIDIA GeForce GTX 1070,16 GB,35 GB
Devil May Cry 4 Special Edition,AMD FX-4100,AMD Radeon HD 7790,2 GB,27 GB
A Game About Digging A Hole,Unknown,Unknown,Unknown,Unknown
Streamer Life Simulator 2,Intel Core i5-10600,Unknown,8 GB,10 GB
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,Unknown,Unknown,Unknown,Unknown
Call of Duty 4: Modern Warfare,Unknown,Unknown,Unknown,Unknown
Just Cause 4,Intel Core i7-4770,NVIDIA GeForce GTX 1070,16 GB,59 GB
L.A. Noire,Unknown,Unknown,Unknown,Unknown
Car For Sale Simulator 2023,Intel Core i5-6500,NVIDIA GeForce GTX 1060,16 GB,5 GB
WWE 2K22,AMD FX-8350,AMD Radeon RX 580,16 GB,60 GB
Five Hearts Under One Roof,Intel Core i5-12400T,Unknown,4 GB,15 GB
Titan Quest II,Intel Core i5-12400T,Unknown,32 GB,50 GB
Repo Man,Intel Core i5-8400,AMD Radeon RX 580,8 MB,10 GB
SCAN,Unknown,Unknown,Unknown,Unknown
Kamla - An Indian Horror Experience,Intel Core i5-12400T,NVIDIA GeForce RTX 2060,8 GB,6 GB
RimWorld,Intel Core i9-12900K,NVIDIA GeForce GTX 1660,16 GB,1 GB
Elite Dangerous,AMD FX-4350,NVIDIA GeForce GTX 770,8 GB,25 GB
Tom Clancy's The Division 2,Intel Core i7-4790,AMD Radeon RX 480,8 GB,40 GB
Age of Wonders 4,Intel Core i7-9700K,AMD Radeon RX 5700,16 GB,20 GB
Supermarket Together,Intel Core i7-610,NVIDIA GeForce GTX 1070,8 GB,5 GB
Divinity: Original Sin 2 - Definitive Edition,Intel Core i7-2600,NVIDIA GeForce GTX 770,8 GB,60 GB
Company of Heroes 3,Intel Core i7-8700  / Ryzen 7 2700,NVIDIA GeForce GTX 1660  / Radeon RX 560,16 GB,40 GB
ASKA,Intel Core 2 Duo E8400,NVIDIA GeForce 510,4 GB,4 GB
The Sims 3,Intel Pentium 4 2.00GHz,AMD Radeon 9200 SE,1 GB,5 GB
Motor Town: Behind The Wheel,Intel Core i5-8600K,AMD Radeon RX 580,8 GB,5 GB
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,Intel Core i5-6600,Unknown,16 GB,40 GB
Liar's Bar,Intel Core i5-7600,Unknown,8 GB,4 GB
Horizon Zero Dawn Remastered,Intel Core i5-8600  / Ryzen 5 3600,NVIDIA GeForce RTX 3060  / Radeon RX 5700,16 GB,135 GB
Assassin's Creed Brotherhood,Intel Core 2 Duo E6700,NVIDIA GeForce 8800 GT,4 GB,8 GB
Sonic Frontiers,Intel Core i5-6600,Unknown,12 GB,30 GB
High On Life,Intel Core i5-6402P,NVIDIA GeForce RTX 2060,8 GB,50 GB
Six Days in Fallujah,Intel Core i7-9700,Unknown,12 GB,22 GB
Outlast 2,Intel Core i5-4400E,AMD Radeon HD 7850,8 GB,30 GB
Life is Strange: Double Exposure,Intel Core i7-7700K  / Ryzen 5 3600,NVIDIA GeForce RTX 2080 SUPER  / Radeon RX 6700 XT,12 GB,25 GB
MindsEye,Intel Core i7-13700K  / Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070  / Radeon RX 6800 XT,16 GB,70 GB
Team Fortress 2,Intel Pentium 4 3.00GHz,NVIDIA GeForce 9800 GT,1 GB,15 GB
Unturned,Intel Core 2 Duo E8400,Intel HD 3000,8 GB,6 GB
Cult of the Lamb,Intel Core i5-3470,AMD Radeon R9 380,8 GB,4 GB
EVE Online,Intel Core i7-7700,AMD Radeon RX 580,16 GB,20 GB
Gates of Hell,AMD Ryzen 7 3700X,NVIDIA GeForce 6600,32 GB,75 GB
House Flipper 2,Intel Core i7-7700K  / Ryzen 5 3600,NVIDIA GeForce GTX 1080  / Radeon RX Vega 64,16 GB,20 GB
Green Hell,Intel Core 2 Duo E8700,AMD Radeon RX 580,8 GB,8 GB
GIRLS' FRONTLINE 2: EXILIUM,Intel Core i5-12400T,AMD Radeon HD 7790,8 GB,35 GB
resident evil 4 / biohazard 4,Intel Core 2 Quad Q8400,NVIDIA GeForce GTX 560,4 GB,15 GB
Aloft,Intel Core i7-10700K,Unknown,16 GB,12 GB
DRAGON BALL FighterZ,Intel Core i7-3770,AMD Radeon HD 7870,8 GB,6 GB
X-Plane 12,Intel Core i5-8600K,Unknown,16 GB,23 GB
That's not my Neighbor,Unknown,Unknown,Unknown,Unknown
Marvel's Guardians of the Galaxy,Intel Core i7-4790  / Ryzen 5 1600,NVIDIA GeForce GTX 1660 SUPER  / Radeon RX 590,16 GB,80 GB
コイカツ！ / Koikatsu Party,Intel Core i5-4400E,AMD Radeon HD 5450,8 GB,20 GB
Hello Neighbor,Intel Core i7-610,NVIDIA GeForce GTX 1060,8 GB,5 GB
WWE 2K23,Intel Core i7-4790,AMD Radeon RX 580,16 GB,80 GB
Marvels Avengers,Intel Core i7-4770K,AMD Radeon RX 480,16 GB,110 GB
Senua’s Saga: Hellblade II,Intel Core i7-10700K  / Ryzen 5 5600X,NVIDIA GeForce RTX 3080  / Arc A770 / Radeon RX 6800 XT,16 GB,70 GB
Starcraft 2,Intel Core i5-650,AMD Radeon HD 7790,4 GB,30 GB
Star Wars: The Old Republic,Intel Core i3-2120,NVIDIA GeForce GTX 750,4 GB,50 GB
World of Warcraft: Classic,Intel Core i7-4770,NVIDIA GeForce GTX 960,8 GB,5 GB
Need for Speed Hot Pursuit Remastered,Intel Core i5-3570K,AMD Radeon R9 270X,8 GB,45 GB
Supermarket Simulator,Intel Core i5-7600K  / Ryzen 5 2600X,NVIDIA GeForce GTX 1060  / Radeon RX 480,8 GB,5 GB
World of Warships,Intel Core i5-3570,AMD Radeon R7 250,4 GB,35 GB
Mini Royale,Intel Core i7-7700,NVIDIA GeForce GTX 1070,16 GB,20 GB
House Flipper,Intel Core i5-8400,NVIDIA GeForce GTX 970,8 GB,6 GB
Crime Scene Cleaner,Intel Core i5-10600,NVIDIA GeForce RTX 2070,16 GB,35 GB
Dredge,Intel Core i5-2550K,ATI Radeon HD 5770,6 GB,2 GB
Backrooms: Escape Together,Intel Core i5-6600K,NVIDIA GeForce RTX 2070,16 GB,50 GB
Black Mesa,Intel Core i5-1300F,AMD Radeon R5 M230,8 GB,20 GB
Dishonored Definitive Edition,Intel Core i5 750S,ATI Radeon HD 5850,4 GB,9 GB
WRC,Intel Core i5-10600K,AMD Radeon RX 5700,16 GB,110 GB
SCP: Pandemic,Intel Core i5-1300F,AMD Radeon R7 A10-7850K,16 GB,80 GB
Suicide Squad: Kill the Justice League,Intel Core i7-10700K,NVIDIA GeForce RTX 2080,16 GB,65 GB
The Walking Dead,Intel Core 2 Duo Q6867,ATI FireGL V7350,3 GB,2 GB
Vampyr,Intel Core i7-3930K,AMD Radeon R9 390,16 GB,20 GB
"Warhammer 40,000: Space Marine",Intel Core i5 750S,ATI Radeon HD 5750,2 GB,20 GB
Bus Simulator 21,Intel Core i5-4440,Unknown,8 GB,18 GB
Welcome to the Game,Intel Pentium 4 4.00GHz,AMD Radeon R5 M230,6 GB,4 GB
Manual,Unknown,Unknown,Unknown,Unknown
Game Pass,Intel Core i7-8700K,NVIDIA GeForce RTX 2070,16 GB,300 GB
Brawlhalla,Intel Core 2 Duo E8400,Intel HD 3000,2 GB,350 MB
Total War: ROME II - Emperor Edition,Intel Core i5-2400,AMD Radeon HD 5450,4 GB,35 GB
Kenshi,Intel Core 2 Quad Q9000,NVIDIA GeForce 510,16 GB,14 GB
HASTE: Broken Worlds,Intel Core i7-4770,Unknown,8 GB,6 GB
Last Epoch,Intel Core i5-6500  / Ryzen 3 1200,NVIDIA GeForce RTX 3060  / Radeon RX 6600 XT,16 GB,22 GB
TCG Card Shop Simulator,Intel Core i5-6400,NVIDIA GeForce GTX 1070,8 GB,5 GB
